id_observation;annee;region;milieu_dominant;population;taux_urbanisation_pct;nombre_menages;taille_menage_moy;part_menages_bois_chauffe_pct;part_menages_charbon_pct;part_menages_petrole_pct;part_menages_gaz_pct;part_menages_electricite_pct;taux_foyers_ameliores_pct;cons_bois_chauffe_m3_par_hab;cons_charbon_m3_ebr_par_hab;prix_bois_ariary_stere;prix_charbon_ariary_sac;demande_bois_chauffe_m3_ebr;demande_charbon_m3_ebr;demande_totale_m3_ebr;taux_pauvrete_estime_pct;source_principale;statut_donnee;commentaire_collecte
DEM-2006-11;2006;Analanjirofo;rural;837026;10.45;218634;3.83;86.25;12.99;0.45;0;0;8.68;0.6147;0.6637;7014;2295;326043.25;53551.38;379594.63;73.4;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2005-10;2005;Atsinanana;rural;1021973;20.65;244781;4.18;71.95;27.98;0.46;0;0;10.73;0.5567;0.7807;6390;1876;280419.53;152882.87;433302.4;75.1;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2018-11;2018;Analanjirofo;rural;1142703;16.34;322510;3.54;83.64;15.95;0.26;0.2;0;17.51;0.5697;0.72;18229;5 614;679838.66;159637.39;839476.05;71.74;INSTAT_RGPH3_2018 + simulation_utilisateur;historique_synthetique;estimation
DEM-2009-19;2009;Anosy;rural;612425;11.83;138491;4.42;86.49;12.4;0.71;0;0;13.04;0.6005;0.6739;8353;2806;286595.76;43847.1;330442.86;74.16;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2008-20;2008;Menabe;rural;499599;11.53;110889;4.51;79.38;20.54;0.53;0;0;9.94;0.6069;0.6747;7590;2293;191007.94;58180.7;249188.64;72.04;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2022-06;2022;Amoron'i Mania;rural;924626;14.51;195456;4.73;84.73;14.17;0.53;0.41;0.43;21,04;0.574;0.6937;23816;7587;510424.16;104037.75;614461.91;78.68;estimation_synthetique_calibree;historique_synthetique;donnee agregee
DEM-2018-04;2018;Bongolava;rural;674232;6.71;150442;4.48;87.35;12.07;0.43;0.15;0;15.47;0,62;0.611;19761;6407;467257.13;62714.43;529971.56;78.5;INSTAT_RGPH3_2018 + simulation_utilisateur;historique_synthetique;source secondaire
DEM-2026-15;2026;Betsiboka;rural;507349;16.78;116964;4.34;76.71;19.9;0.46;1.17;1.32;23.12;0.5591;0.7166;37218;12108;246371.64;83120.87;329492.51;74,18;projection_scenario_tendanciel;projection_scenario;
DEM-2001-18;2001;Androy;rural;525609;3;108791;4.83;96;2.87;0.86;0;0;7.11;0.6575;0.5777;4731;1533;185973.78;4682.93;190656.71;79.76;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2001-12;2001;Alaotra-Mangoro;rural;786205;5.9;174515;4,51;76.2;22.76;0.73;0;0;3.94;0.647;0.6159;4888;1543;220704.96;61505.13;282210.09;83.12;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2001-13;2001;Boeny;mixte;515097;26.77;119518;4.31;58.58;41.38;0.71;0;0;8.11;0.5273;0.8571;4130;;87975.73;103795.4;191771.13;70.2;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2016-21;2016;DIANA;mixte;831137;32.86;234062;3.55;47.81;49.81;0.29;0.5;1.32;27.23;0.4703;0.8928;13359;4869;225659.95;461916.88;687576.83;62.46;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2030-07;2030;Vatovavy-Fitovinany;rural;1967291;15.11;445991;4.41;82.22;13.22;1.22;1.83;2.03;27.84;0.5606;0.6906;53100;16459;964096.09;188339.36;1152435.45;72.07;projection_scenario_tendanciel;projection_scenario;
DEM-2012-15;2012;Betsiboka;rural;325125;9.8;71209;4.57;83.25;15,91;0.71;0;0;15.53;0.6074;0.6468;10581;3432;164619.55;34844.61;199464.16;78.13;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2007-20;2007;Menabe;rural;485533;10.74;107810;4.5;80.3;19.63;0.51;0;0;11.15;4.87;0.6637;7452;2157;185341.24;48339.86;233681.1;73.55;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2028-05;2028;Haute Matsiatra;rural;1837947;21.41;388970;4.73;68.1;27.58;0.39;1.41;2.18;26.27;0.5305;0.7645;42376;14335;746270.97;423672.73;1169943.7;70.71;projection_scenario_tendanciel;projection_scenario;source secondaire
DEM-2022-03;2022;Itasy;rural;1009876;18.88;231367;4.36;83.36;15.54;0.35;0.56;0.63;20.45;0.552;0.7448;23080;7563;535943.73;135790.52;671734.25;70.7;estimation_synthetique_calibree;historique_synthetique;source secondaire
DEM-2004-09;2004;Atsimo-Atsinanana;rural;713095;3;131880;5.41;93.76;4.75;1.18;0;0;8.88;0.6546;0.5756;6115;1710;294663.83;12324.52;306988.35;79.72;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2019-08;2019;Ihorombe;rural;433844;9.36;95761;4.53;74.57;24.42;0.78;0.09;0.02;18.9;0.6044;0.6373;18845;5958;242994.83;81518.58;324513.41;73.89;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2019-16;2019;Melaky;rural;318165;11.22;71133;4.47;84.53;14.4;0.75;0.12;0.09;17.04;0.5975;0.6613;19485;6100;193447.14;36209.43;229656.57;76.31;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2005-21;2005;DIANA;mixte;570875;26.24;151953;3.76;54.52;44.95;0.43;0;0.53;13.02;0.5235;0.8424;6252;2043;113660.94;155173.78;268834.72;63.71;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2007-10;2007;Atsinanana;rural;1079101;22.25;260839;4.14;70.52;28.33;0.52;0;0;14.29;0.5431;0.7937;6760;2316;311605.91;187589.4;499195.31;73.87;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2027-20;2027;Menabe;rural;926148;20.27;224266;4.13;71.21;25.83;0.24;1.24;1.58;24.49;0.539;0.7543;33240;11223;395546.52;200378.55;595925.07;71.1;projection_scenario_tendanciel;projection_scenario;a verifier
DEM-2000-10;2000;Atsinanana;rural;889310;18.63;209596;4.24;72.47;26.51;0.63;0;0;7.31;0.5725;0.7623;4271;1275;197497.19;93027.96;290525.15;75.92;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2023-21;2023;DIANA;mixte;1062391;37,11;306588;3.47;43.93;52.5;0.28;1.1;2.27;32.91;0.4416;0.9298;25694;7817;244710.85;600749.02;845459.87;62.35;estimation_synthetique_calibree;historique_synthetique;doublon possible
DEM-2000-04;2000;Bongolava;rural;391690;3;81108;4.83;90.71;;0.84;0;0;3.51;0.6636;0.5819;4593;1526;121207.21;9276.35;130483.56;80.19;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2019-20;2019;Menabe;rural;714803;16.68;167441;4.27;75.54;23.43;0.32;0.17;0.18;18.49;0.5665;0.7225;19390;5590;381083.56;152073.95;533157.51;72.41;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2006-22;2006;SAVA;rural;784356;12.91;202717;3.87;79.4;19.64;0.41;0;0;10.39;0.5988;0.6903;6647;2042;274939.4;80446.11;355385.51;80.39;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2002-10;2002;Atsinanana;rural;933027;19.15;218408;4.27;72.55;27.38;0.51;0;0;8.33;0.5682;0.7668;4783;1584;232569.69;120085.9;352655.59;76.84;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2005-02;2005;Vakinankaratra;rural;1489800;8.59;314311;4.74;83.84;15.81;0.57;0;0;9.02;0.6242;5.13;6568;2164;526893.44;103815.14;630708.58;83.82;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2003-17;2003;Atsimo-Andrefana;rural;1152621;6.96;250886;4.59;79.86;19.21;0.54;0;0;9.12;0.6328;0.622;4901;1625;369941.03;87671.17;457612.2;80.11;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2003-16;2003;Melaky;rural;186335;3.74;39548;4.71;88.62;11.02;1.0;0;0;6.52;0.6545;0.5871;5201;1773;66877.94;7620.68;74498.62;79.51;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2022-07;2022;Vatovavy-Fitovinany;rural;1591812;11.48;350072;4.55;86.96;10.87;n/a;0.38;0.58;21.8;0.5887;0.6577;28606;7798;;134862.09;1063751.82;74.09;estimation_synthetique_calibree;historique_synthetique;
DEM-2017-19;2017;Anosy;rural;787672;15.43;183192;4.3;85.26;14.19;0.59;0;0.09;18.99;0,57;0.7072;15626;4823;458712.48;94439.66;553 152;71.17;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2013-01;2013;Analamanga;mixte;3070878;34.5;745644;4.12;31.96;64.66;0.22;2.02;1.38;17.44;0.474;0.9304;10712;3371;494616.07;1999742.06;-;59.46;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2000-08;2000;Ihorombe;rural;ND;3;48736;4.91;79.63;19.89;1.09;0;0;2.95;0.6645;0.5825;4028;1321;66906.97;14220.85;81127.82;77.47;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2029-19;2029;Anosy;rural;1138028;21.62;281176;4.05;77.28;18.82;0.37;1.57;2.07;26.27;0.5294;0.767;41278;12513;493680.4;176919.44;670599.84;72.01;projection_scenario_tendanciel;projection_scenario;
DEM-2010-20;2010;Menabe;rural;533403;12.16;119310;4.47;78.71;20.41;-;0;0;12.93;0.5989;0.6779;8956;3018;228500.18;66590.17;295090.35;73.01;;historique_synthetique;donnee agregee
DEM-2021-01;2021;Analamanga;mixte;4009846;38.96;1018448;3.94;27.54;67.87;0.1;2.59;2.07;23.19;0.4436;0.9704;19127;6788;603709.44;3066473.37;3670182.81;60.07;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2029-07;2029;Vatovavy-Fitovinany;rural;1904003;15.0;432181;4.41;83.15;12.41;1.21;1.58;1.84;23.73;0.5674;0.6953;51252;15164;966168.4;179977.02;1146145.42;74.46;projection_scenario_tendanciel;projection_scenario;donnee agregee
DEM-2006-09;2006;Atsimo-Atsinanana;rural;742570;3;136363;5.45;93.62;5.01;1.17;0;0;9.4;0.6537;0.575;6832;2261;333487.67;15998.37;349486.04;81.08;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2025-04;2025;Bongolava;rural;829155;9.89;192 075;4.32;82.21;15.11;0.47;0.91;1.17;23.71;0.594;0.637;33802;10171;456118.49;92814.68;548933.17;75.82;projection_scenario_tendanciel;projection_scenario;a verifier
DEM-2024-15;2024;Betsiboka;rural;481682;15.54;112367;4.29;-;18.88;0.47;0.73;1.02;21.0;0.5687;0.7055;31239;9005;243746.29;74673.52;318419.81;75.07;estimation_synthetique_calibree;historique_synthetique;a verifier
DEM-2017-05;2017;Haute Matsiatra;rural;1402108;16.64;288310;4.86;74.67;23.81;0.54;0.1;0.47;19.37;0.5654;0.7206;16406;5571;741420.37;285684.69;1027105.06;70.39;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2018-21;2018;DIANA;mixte;891285;33.47;250252;3.56;47.94;50.32;0.26;0.66;1.44;29.41;0.4644;0.8957;17088;5071;239587.42;507786.5;747373.92;63.35;INSTAT_RGPH3_2018 + simulation_utilisateur;historique_synthetique;
DEM-2005-15;2005;Betsiboka;rural;257190;6.22;55 575;4.63;86.19;13.6;0.82;0;0;7.25;0.6399;0.6155;6699;2142;95179.07;14399.4;109578.47;79.66;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2012-02;2012;Vakinankaratra;rural;1796839;11.97;388976;4.62;82.28;16.99;0.56;0;0;12.73;0.6002;0.676;11611;3416;937881.29;217802.84;1155684.13;81.04;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2019-01;2019;Analamanga;mixte;3718431;37.99;916883;4.06;28.85;66.36;0.13;2.29;1.95;23.92;0.4478;0.9577;16213;5702;610217.89;2950195.17;3560413.06;60.37;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2025-09;2025;Atsimo-Atsinanana;rural;1247240;10.03;245144;5.09;87.2;9.4;0.84;0.89;1.2;23.63;;0.6387;33806;10188;746673.57;83653.17;830326.74;78.17;projection_scenario_tendanciel;projection_scenario;source secondaire
DEM-2015-20;2015;Menabe;rural;624611;14.82;142916;4.37;77.43;22.48;0.46;0;0;15.82;0.5803;0.7048;13007;4122;344122.85;121157.67;465280.52;72.18;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2025-07;2025;Vatovavy-Fitovinany;rural;1737132;12.82;390939;4.44;85.66;11.11;1.22;0.88;1.01;21.0;0.5829;0.6742;35690;11376;988156.3;149084.84;1137241.14;73.1;projection_scenario_tendanciel;projection_scenario;estimation
DEM-2022-09;2022;Atsimo-Atsinanana;rural;1143095;9.27;223458;5.12;89.75;9.12;0.92;0,43;0.44;20.12;0,60;0.6347;24797;8649;747393.73;79019.11;826412.84;77.54;estimation_synthetique_calibree;historique_synthetique;a verifier
DEM-2011-01;2011;Analamanga;mixte;2918246;34.08;701305;4.16;32.78;63.33;0.31;1.66;1.37;17.77;0.4758;0.9249;8900;2621;434167.1;1678686.38;2112853.48;61.25;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2019-09;2019;Atsimo-Atsinanana;rural;1059805;7.87;203915;5.2;91.27;7.67;1.01;0;0.0;19.07;0.6119;0.6199;19142;5851;723076.37;61157.24;784233.61;79.31;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2024-04;2024;Bongolava;rural;804707;9.53;1484960.0;4,34;84.57;13.55;0.44;0.74;0.86;20.36;0.6011;0.6373;32146;10504;463299.7;83704.23;547003.93;76.4;estimation_synthetique_calibree;historique_synthetique;donnee agregee
DEM-2020-11;2020;Analanjirofo;rural;1213767;16.55;340634;3.56;83.79;16.11;0.11;0.15;0.23;20.63;0.564;0.7177;21397;6893;676609.48;173824.0;850433.48;71.84;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2015-11;2015;Analanjirofo;rural;1063262;14.35;294037;3.62;85.02;14,82;0.26;0;0;14.63;0.5846;0.7011;15600;4459;659743.24;136836.6;796579.84;73.28;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2015-04;2015;Bongolava;rural;615096;5.02;135437;4.54;88.05;11.59;0.61;0;0;15.78;;0.591;14712;4783;428451.16;50807.17;479258.33;78.17;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2030-02;2030;Vakinankaratra;rural;2835744;20.17;659932;4.3;73.0;22.9;0.15;2.02;2.09;28.7;0.5334;0.7466;51721;16653;1196988.68;507387.48;1704376.16;78.39;projection_scenario_tendanciel;projection_scenario;estimation
DEM-2019-19;2019;Anosy;rural;828542;16.78;194270;4.26;83.94;14,76;0.55;0.22;;19.15;0.565;0.7225;18474;5959;481453.16;111413.73;592866.89;72.92;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2020-06;2020;Amoron'i Mania;rural;879344;13.34;182838;4.81;86.51;12.86;0.49;0.22;0.23;18.0;0.5848;0.6845;21167;6876;561592.45;92969.76;654562.21;77.29;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2014-15;2014;Betsiboka;rural;346442;11.18;77656;4.46;83.45;15.79;0.63;0;0;15.15;0.6007;0.6634;14405;4398;199178.57;41853.12;241031.69;77.34;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2027-13;2027;Boeny;mixte;1275586;41.45;332695;3.83;45.36;50.51;0.28;1.65;1.69;62.05;0.4178;0.9752;35559;10790;256314.14;708681.34;964995.48;64.09;projection_scenario_tendanciel;projection_scenario;
DEM-2021-11;2021;Analanjirofo;rural;1254337;17.72;359736;3.49;82.2;16.47;0.1;0.33;0.28;19.32;0.5598;0,73;23760;7656;703685.49;182706.34;886391.83;71,09;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2022-02;2022;Vakinankaratra;rural;2305763;16.41;527 866;4.37;78.54;20.2;0.28;0.52;0.68;22.35;0.5622;0.7135;26017;7751;1197172.28;401886.71;1 599 059;80.87;estimation_synthetique_calibree;historique_synthetique;
DEM-2011-04;2011;Bongolava;rural;543854;3.19;119813;4.54;87.43;11.47;0.57;0;0;10.28;0.6512;0.5762;10712;3345;308774.5;34951.88;343726.38;78.11;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2007-13;2007;Boeny;mixte;;29.82;149099;4.26;57.18;42.24;0.56;0;0;12.63;0.5049;0.8849;6659;2243;138767.78;180000.36;318768.14;67.13;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2020-21;2020;DIANA;mixte;949973;35.0;273533;3.47;46.3;51.06;0.28;0.8;1.67;27.65;0.4588;0.9163;19003;6706;250099.77;529576.03;779 676;63.82;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2012-06;2012;Amoron'i Mania;rural;724246;10.16;147147;4.92;88.43;11.06;0.73;0;0;15.42;0.6057;0.6511;10265;3462;391425.78;53069.09;444494.87;78.58;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2013-14;2013;Sofia;rural;1290275;9.44;311526;4.14;77.68;22.05;0.48;0;0;15.84;0.6088;0.6423;11576;3540;672542.43;194527.93;867070.36;77.59;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2000-01;2000;Analamanga;mixte;2051971;27.25;465026;4.41;38.3;59.38;0,41;1.13;0.46;10.87;0.521;0.858;3377;1247;215777.9;535710.56;751488.46;;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2017-14;2017;Sofia;rural;1467178;12.11;368246;3.98;76.09;23.96;0.45;0;0;17.7;0.5918;0.6707;16331;5 458;815185.09;290431.79;1105616.88;76.93;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2000-20;2000;Menabe;rural;387344;7.37;84435;4.59;80.48;19.15;0.7;0;0;5.14;0.637;0.6319;4300;1328;103228.98;24226.87;127455.85;73.06;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2023-07;2023;Vatovavy-Fitovinany;rural;1633389;11.73;361110;4.52;86.51;10.89;1.31;0.67;0.8;19.35;0.5912;0.664;27180;9417;988447.82;141891.23;1130339.05;75.73;estimation_synthetique_calibree;historique_synthetique;donnee agregee
DEM-2030-04;2030;Bongolava;rural;962488;11.89;225711;4.26;80.23;15.61;0.36;1.84;1.99;25.64;0.5806;0.6571;49153;16212;485321.08;102429.65;587750.73;75.05;projection_scenario_tendanciel;projection_scenario;source secondaire
DEM-2019-06;2019;Amoron'i Mania;rural;850961;13.6;177912;4.78;86.12;12.38;0.65;0.03;0.15;19.33;0.5814;0.6856;19737;6137;519862.3;89351.25;609213.55;79.28;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2008-09;2008;Atsimo-Atsinanana;rural;793298;3;147307;5.39;93.47;5.21;1.22;0;0;10.99;0.6511;0.5731;7697;2620;405705.39;18971.58;424676.97;78.29;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2026-09;2026;Atsimo-Atsinanana;rural;1285247;11.25;255982;5.02;86.92;9.9;0,88;1.19;1.27;24.84;0.5852;0.6509;36709;10743;717258.83;90734.54;807993.37;75.42;projection_scenario_tendanciel;projection_scenario;donnee agregee
DEM-2003-08;2003;Ihorombe;rural;264162;3;54717;4.83;79.39;19.81;1.01;0;0;7.16;0.6575;0.5776;5642;1690;84848.99;18955.11;103804.1;79.11;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2010-07;2010;Vatovavy-Fitovinany;rural;1171045;5.85;247624;4.73;90.62;8.06;1.45;0;0;9.86;0.6376;0.6079;10488;3159;606366.71;50780.05;657146.76;76.68;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2010-02;2010;Vakinankaratra;rural;1682302;10.79;367351;4.58;83.2;16.55;0.51;0;0;11.2;0.6089;0.6643;9885;2896;759457.11;166964.46;926421.57;82.76;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2022-11;2022;Analanjirofo;rural;1283315;17.68;363851;3.53;81.18;17.0;0.21;0.53;0.4;20.54;0.5582;0.7309;25243;7649;699950.55;186687.58;886638.13;72.96;estimation_synthetique_calibree;historique_synthetique;
DEM-2026-20;2026;Menabe;rural;893545;20.2;214070;4.17;73.09;24.81;0.21;1.08;1.3;22.8;0.5417;0.7563;31955;11489;389106.94;182502.09;571609.03;71.89;projection_scenario_tendanciel;projection_scenario;
DEM-2000-03;2000;Itasy;rural;550230;8.64;117436;4.69;89.07;10.13;0.64;0;0;6.07;0.6286;0.6458;3 846;1371;161713.02;18722.91;180435.93;72.76;simulation_utilisateur + extrapolation_regionale;historique_synthetique;a verifier
DEM-2013-16;2013;Melaky;rural;261514;8.51;57899;4.52;86.13;12.89;0.81;0;0;14.7;0.6155;0.633;13157;3786;154444.44;23291.63;177736.07;77.72;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2028-02;2028;Vakinankaratra;rural;2692844;20.11;632640;4.26;75.47;21.6;0.21;1.57;1.65;25.91;0.5377;0.7504;40614;12514;1204468.38;472980.52;1677448.9;80.22;projection_scenario_tendanciel;projection_scenario;
DEM-2012-01;2012;Analamanga;mixte;2991922;34.72;714363;4.19;32.35;64.51;0.29;1.86;1.29;17.78;0.4724;0.9323;9743;2848;470867.78;ND;2263532.13;61.78;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2000-12;2000;Alaotra-Mangoro;rural;764938;5.37;170321;4.49;77.47;22.06;0.65;0;0;5.51;0.6473;0.6076;3987;1310;204674.77;54017.02;258691.79;84.61;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2026-12;2026;Alaotra-Mangoro;rural;1555137;18.11;381793;32.56;68.31;29.33;0.26;1.16;1.31;22.48;0.5531;0.7329;35724;11290;658386.67;388019.54;1046406.21;79.81;projection_scenario_tendanciel;projection_scenario;a verifier
DEM-2010-07;2010;Vatovavy-Fitovinany;rural;1171045;5.85;247624;4.73;90.62;8.06;1.45;0;0;9.86;0.6376;0.6079;10488;3159;606366.71;50780.05;657146.76;76.68;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2024-19;2024;Anosy;rural;968722;18.85;234237;4.14;82.17;16.02;0.51;0.88;0.96;21.95;0.55;0.7421;28592;8757;496490.6;137241.2;633731.8;n/a;estimation_synthetique_calibree;historique_synthetique;estimation
DEM-2017-02;2017;Vakinankaratra;rural;2041046;13.99;456689;4.47;80.63;18.2;0.34;0.21;0;17.84;0.5816;0.6923;17750;5820;1129495.32;327091.29;1456586.61;79.67;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2010-13;2010;Boeny;mixte;708242;31.46;168921;4.19;55.09;44.24;0.54;0;0;17.11;0,49;0.8957;8090;ND;175541.9;267484.1;443026.0;67.89;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2012-17;2012;Atsimo-Andrefana;rural;1512263;11.51;338203;4.47;79.31;20.44;0.37;0;0;13.13;0.602;0.6701;11070;3366;762852.87;217299.38;980152.25;77.03;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2020-15;2020;Betsiboka;rural;417586;13.27;94845;4.4;81.44;18.09;0.55;0.21;0.19;18.82;0.5839;0.6825;22974;7423;246228.39;62689.7;308 918;76.32;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2028-16;2028;Melaky;rural;433760;15.69;101720;-4.26;79.09;18.02;0.53;1.36;1.65;23.56;0.5641;0.7035;42276;12441;216655.91;60231.12;276887.03;76.65;projection_scenario_tendanciel;projection_scenario;
DEM-2021-02;2021;Vakinankaratra;rural;2233307;16.63;506525;4.41;79.15;19.9;0.42;0.39;0.36;21.05;0.5629;0.718;22100;7901;1194814.09;392273.94;1587088.03;79.42;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2009-18;2009;Androy;rural;678425;5.53;144498;4.7;95.18;3.83;0.79;;0;10.95;0.6375;0.6029;9622;2735;362929.48;13848.78;376778.26;78.58;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2018-12;2018;Alaotra-Mangoro;rural;1256855;13.99;298673;4.21;72.84;26.22;0.44;0.15;0.16;17.09;0.5828;0.6934;18960;6104;642945.43;272323.69;915269.12;79.83;INSTAT_RGPH3_2018 + simulation_utilisateur;historique_synthetique;estimation
DEM-2010-06;2010;Amoron'i Mania;rural;694812;9.29;138614;5.01;88.72;10.52;0.75;0;0;10.59;0.6179;0.6475;8664;2766;358176.46;41887.89;400064.35;80.47;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2010-17;2010;Atsimo-Andrefana;rural;1407754;10.54;318685;4.42;n/a;20.76;0.47;0;0;13.55;0.6066;0.6582;9420;2824;615876.76;ND;795811.43;76.86;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2004-02;2004;Vakinankaratra;rural;1441966;8.7;304726;4.73;85.06;14.65;0.56;;0;8.62;0.6242;0.6431;6239;1740;508577.81;90060.68;598638.49;83.96;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2003-14;2003;Sofia;rural;948870;5.34;222812;4.26;;19.81;0.65;0;0;7.94;0.6435;0.6043;5203;1737;293686.42;70516.78;364203.2;80.88;simulation_utilisateur + extrapolation_regionale;historique_synthetique;estimation
DEM-2004-14;2004;Sofia;rural;984508;5.02;230152;n/a;78.04;21.06;0.64;0;0;8.64;0.6441;0.5997;5560;1 821;310812.35;80477.89;391290.24;80.2;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2001-21;2001;DIANA;rural;498462;24.72;130400;3.82;54.11;44.69;0.63;0;0.25;8.23;0.5382;0.8327;4402;1328;78074.43;101839.09;179913.52;64.28;simulation_utilisateur + extrapolation_regionale;historique_synthetique;source secondaire
DEM-2007-05;2007;Haute Matsiatra;rural;1097144;11.75;215838;5.08;78.93;20.95;0.73;0;0;12.61;0.6015;0.6736;7061;2235;394895.79;122438.99;517334.78;72.0;JariAla;historique_synthetique;estimation
DEM-2008-14;2008;Sofia;rural;1101318;7.38;261520;4.21;79.09;20.94;0.55;0;0;9.31;0,63;0.6267;8277;2611;435 097;117206.82;552303.68;79.17;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2029-10;2029;Atsinanana;mixte;2030466;32.9;543816;3.73;60.01;36.06;0.16;1.74;1.97;30,41;0.466;0.8874;43269;14821;621191.7;699573.04;1320764.74;70.92;projection_scenario_tendanciel;projection_scenario;a verifier
DEM-2003-03;2003;Itasy;rural;589732;10.17;125467;4.7;88.43;11.07;0.7;0;0;9.6;0.6147;0.6592;4756;1620;200395.32;27363.6;227758.92;74.48;simulation_utilisateur + extrapolation_regionale;historique_synthetique;
DEM-2001-16;2001;Melaky;rural;175385;3.57;37196;4.72;87.95;11.66;1.0;0;0;6.74;0.6551;0.5849;4844;1489;54140.27;6489.48;60629.75;80.83;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
DEM-2000-14;2000;Sofia;rural;874257;3.1;201612;4.34;79.9;19.68;0.66;0;0;3.02;0.6638;0.5837;4407;1353;246217.31;51814.68;298031.99;79.77;simulation_utilisateur + extrapolation_regionale;historique_synthetique;donnee agregee
