id_observation;annee;region;superficie_foret_hors_ap_ha;superficie_foret_humide_ha;superficie_foret_seche_ha;superficie_foret_epineuse_ha;superficie_mangrove_ha;superficie_pin_ha;superficie_eucalyptus_ha;reboisement_annuel_ha;taux_deforestation_pct;rendement_carbonisation_pct;part_carbonisation_amelioree_pct;nombre_centres_carbonisation;production_bois_feu_m3_ebr;production_bois_charbon_m3_ebr;production_charbon_tonnes;offre_totale_m3_ebr;volume_transporte_tonnes;distance_moyenne_marche_km;cout_transport_ariary_tonne_km;prix_producteur_charbon_ariary_sac;source_principale;statut_donnee;commentaire_collecte
OFF-2005-15;2005;Betsiboka;29250.16;6014.24;21931.48;0.0;0.42;672.34;631.69;193.63;0.305;8.88;10.65;0;59976.79;55918.08;3225.9;115894.87;13441.06;62.9;49.52;1318;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;estimation
OFF-2017-06;2017;Amoron'i Mania;19186.04;18271.88;277.06;0.0;0.0;0.0;637.1;173.51;0.571;15.91;20.02;0;48038.08;36848.17;3811.03;84886.24;11771.9;59.9;146.37;3391;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2015-06;2015;Amoron'i Mania;19346.39;18500.86;279.85;0.0;0.0;0.0;565.68;195.58;0.526;13,66;17.69;0;43659.18;37328.55;3313.41;80987.74;10575.65;61.9;126.47;3106;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2010-16;2010;Melaky;216843.06;0.0;201151.52;0.0;15445.33;36.93;209.28;145.55;0.326;12.34;13.96;0;154795.61;125936.79;10101.26;280732.4;36146.24;64.2;82.38;2070;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2005-05;2005;Haute Matsiatra;58252.35;39504.91;1396.14;0.0;0.0;15273.69;16620.88;1307.0;0.408;8.51;5.68;0;152434.75;124946.65;6908.83;277381.4;33103.5;73.6;53.7;1385;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;source secondaire
OFF-2010-19;2010;Anosy;204237.03;88291.89;4990.61;110097.66;0.0;0.0;856.87;246.64;0.693;12.49;12.94;0;116246.99;102822.25;8348.85;219069.24;27770.51;50.5;76.2;2133;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2029-17;2029;Atsimo-Andrefana;475855.85;0.0;112346.39;355391.7;3598.12;0.0;4519.64;1313.13;1.242;22.62;40.22;2;142344.31;124139.54;18250.67;266483.86;40587.52;55.8;352.51;9045;projection_scenario_tendanciel;projection_scenario;donnee agregee
OFF-2026-21;2026;DIANA;235409.49;136719.28;44830.06;0.0;17760.19;36099.96;0.0;9684.27;1.039;24.12;49.25;23;1197246.81;193290.04;30304.1;1390536.85;240353.79;48.0;256.69;7641;projection_scenario_tendanciel;projection_scenario;
OFF-2025-18;2025;Androy;130450.25;0.0;1914.99;127409.79;1.97;0.0;1123.5;456.72;1.629;19.62;32.06;1;40556.9;47422.71;6047.9;87979.61;12259.52;74.3;245.45;7078;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2020-19;2020;Anosy;174039.87;76091.28;4572.68;91869.56;0.0;0.0;1506.34;333.52;1.58;17.3;28.44;0;68792.8;74973.95;8431.93;143766.75;19296.89;45.6;183.26;4637;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2023-11;2023;Analanjirofo;295897.6;294892.68;67.21;0.0;0.0;140.66;797.05;379.33;1.499;19.26;29.23;0;157450.19;186215.52;23313.03;343665.71;47457.72;69.4;209.64;6138;estimation_synthetique_calibree;historique_synthetique;donnee agregee
OFF-2020-08;2020;Ihorombe;56491.56;49742.71;6060.0;0.0;0.0;103.33;585.52;259.67;1.476;17.18;25.32;0;48128.46;44259.6;4942.18;92388.05;12715.71;70.7;161.39;5011;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2004-20;2004;Menabe;316219.53;0.0;302950.31;0.0;13163.8;15.81;89.61;83.83;0.226;9.32;7.24;0;199937.85;145933.44;8838.35;345871.3;43236.26;51.4;50.57;1297;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2001-05;2001;Haute Matsiatra;57892.63;40377.68;1420.09;0.0;0.0;14167.69;1927.16;1486.61;0.314;7.23;4.38;0;177274.67;133137.39;6253.28;310412.05;37037.13;ND;40;983;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2003-22;2003;SAVA;357182.46;350815.67;5533.7;0.0;749.49;12.54;71.06;95.94;0.51;7.58;7.39;0;707512.61;509573.27;25115.0;1217085.88;147946.57;68.6;47.99;1121;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2003-04;2003;Bongolava;4048.73;0.0;3531.39;0.0;0.0;0.0;517.34;127.2;0.414;7.55;6.23;0;4553.73;18419.05;903.56;22972.77;1560.59;90.1;41.29;1262;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2003-16;2003;Melaky;222399.22;0.0;206628.5;0.0;15682.38;13.25;75.09;90.27;0.352;8.76;4.78;0;188256.83;133600.72;7610.93;321857.55;;70.6;40;1294;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2014-22;2014;SAVA;325564.25;319243.45;5180.02;0.0;738.58;60.33;341.88;172.91;1.13;14.02;16.96;0;556903.21;407001.62;37088.08;963904.83;130654.8;71.2;103.97;2877;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2022-12;2022;Alaotra-Mangoro;268547.08;171155.38;278.85;0.0;0.0;65944.06;31168.8;22431.27;1.556;17.49;30.27;1;2065349.49;569417.37;64718.1;2634766.85;424831.75;60.7;185.89;5682;estimation_synthetique_calibree;historique_synthetique;donnee agregee
OFF-2030-04;2030;Bongolava;5438.76;0.0;2852.9;0.0;0.0;0.0;2585.87;658.72;0.677;22.21;39.97;2;2551.36;16641.24;2402.57;19192.6;2429.35;78.4;426.12;11562;projection_scenario_tendanciel;projection_scenario;
OFF-2006-04;2006;Bongolava;4095.77;0.0;3493.3;0.0;0.0;0.0;602.47;119.45;0.497;8.58;7.59;0;4386.1;17837.19;994.43;22223.3;1604.93;79.6;60.63;1539;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2009-22;2009;SAVA;344187.41;337861.25;5374.9;0.0;739.36;31.79;180.12;108.48;0.668;10.78;11.94;0;705182.4;465566.38;32629.73;1170748.78;153689.21;71.0;71.37;2021;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2005-16;2005;Melaky;221021.26;0.0;205274.19;0.0;15618.84;19.24;109.0;88.68;0.227;9.46;7.07;0;193388.95;129018.02;7934.37;322406.96;41316.2;65.6;53.43;1334;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;estimation
OFF-2021-12;2021;Alaotra-Mangoro;267278.23;174342.91;283.42;0.0;0.0;62914.87;29737.04;24426.82;1.445;18.55;27.8;0;2300754.07;600864.98;72451.06;2901619.05;473545.61;60.7;178.01;5379;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2017-19;2017;Anosy;190859.54;82507.6;4698.85;102479.2;0.0;0.0;1173.88;194.62;0.549;16.42;25.7;0;102603.26;86927.62;9275.57;189530.88;26 075;45.9;134.53;3 609;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2024-12;2024;Alaotra-Mangoro;272509.4;164868.22;269.58;0,00;0.0;72910.21;34461.39;27875.49;1.436;20.39;31.67;1;2208197.39;579773.65;76850.31;2787971.04;460492.78;61.6;261.41;6405;estimation_synthetique_calibree;historique_synthetique;
OFF-2017-17;2017;Atsimo-Andrefana;607528.14;0.0;133370.54;468183.49;3774.28;0.0;2199.83;300.52;0.448;15.41;21.59;ND;;202389.08;20278.78;458740.98;62771.94;59.1;149.67;3649;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2011-20;2011;Menabe;310996.21;0.0;297463.75;0.0;13233.23;44.88;254.34;170.52;0.756;11.63;16.88;0;168379.25;134121.81;10142.78;302501.06;38625.35;52.5;94.37;2286;JariAla;historique_synthetique;estimation
OFF-2024-05;2024;Haute Matsiatra;;30988.1;1179.54;0.0;0.0;27892.5;3794.08;6914.9;1.471;20.1;30.07;1;216310.26;99769.0;13036.96;316079.26;49626.16;71.7;246.08;6863;estimation_synthetique_calibree;historique_synthetique;
OFF-2022-03;2022;Itasy;1911.68;12.99;14.18;0.0;0.0;0.0;1884.51;603.1;1.349;19.04;28.87;0;193.31;52351.38;6479.53;52544.69;5348.01;51.9;232.02;5114;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2017-18;2017;Androy;163435.4;0.0;2170.34;160774.08;1.96;0.0;489.02;153.07;0.342;15.8;24.36;0;91866.68;67998.49;6982.11;159865.17;22261.33;77.1;147.31;3634;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2020-10;2020;Atsinanana;142891.05;138342.41;0.0;0.0;0.0;0.0;4548.64;888.28;1.421;17.37;23.58;0;141567.3;149523.93;16883.9;291091.23;39326.91;57.5;182.66;4643;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2016-22;2016;SAVA;322178.68;315955.62;5063.16;0.0;705.78;68.12;-;155.43;0.409;;19.85;0;549241.91;416803.6;38612.59;966045.51;130525.86;68.0;117.85;3618;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2011-21;2011;DIANA;256549.35;168426.77;52369.44;0.0;18838.8;16914.34;0.0;3640.23;1.021;12.83;17.55;4;1218965.87;239106.16;19933.87;1458072.03;235759.63;45.4;91.4;2277;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2013-04;2013;Bongolava;4311.24;0.0;3399.4;0.0;0.0;0.0;911.84;230.0;0.871;14.24;17.97;0;3835.22;17901.01;1657.23;21736.23;;91.2;92.19;3064;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2000-16;2000;Melaky;224464.13;0.0;208663.59;0.0;15777.18;3.5;19,86;101.41;0.259;7;3.71;0;167206.15;143648.86;6536.02;310855.01;35456.65;72.8;40;995;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2023-02;2023;Vakinankaratra;25595.39;4330.37;0.0;0.0;0.0;9192.22;12072.8;5112.33;1.488;17.93;32.63;1;57726.92;305063.0;35550.19;362789.92;39542.0;68.4;249.91;5661;estimation_synthetique_calibree;historique_synthetique;source secondaire
OFF-2012-14;2012;Sofia;271935.08;172913.23;83041.36;0.0;15646.44;50.11;283.94;176.63;0.916;12.06;19.36;0;634488.57;500842.19;39262.05;1135330.76;146402.83;54.7;88.39;2530;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2018-01;2018;Analamanga;;17709.17;395.32;0.0;0.0;340.92;63365.2;5801.58;1.604;15.34;24.46;0;383711.18;1784154.72;177928.9;2167865.89;214969.71;19.2;149.57;3303;simulation_utilisateur + repartition_regionale;historique_synthetique;unite non confirmee
OFF-2011-17;2011;Atsimo-Andrefana;640412.38;0.0;141146.1;493369.11;4014.34;0.0;1882.84;331.2;1.166;13.21;17.44;0;283934.28;232087.78;19926.85;516022.06;67448.19;59.0;92.4;2121;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2008-08;2008;Ihorombe;64102.68;57316.72;6585.99;0.0;0.0;30.0;169.97;91.94;0.582;10.59;13.71;0;83024.54;58965.08;4057.44;141989.62;18271.52;76.9;72.22;1814;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2008-12;2008;Alaotra-Mangoro;262210.41;206511.06;314.74;0.0;0.0;37608.67;17775.93;6166.06;0.665;10.53;9.75;0;1478808.53;726339.44;49707.83;2205147.97;306945.96;67.0;73.79;1878;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2000-15;2000;Betsiboka;29573.84;6152.36;22327.71;0.0;0.42;563.72;ND;196.67;0.344;7.22;0.8;0;54045.07;59054.69;2771.24;113099.76;12000.53;69.9;40;876;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2024-21;2024;DIANA;238179.59;141423.79;46264.13;0.0;18249.8;32241.87;0.0;9413.69;1.265;23.79;50.6;23;1194594.79;207028.8;32014.96;1401623.59;241279.33;46.9;245.55;6487;GIZ_PAGE2_2024 + estimation_synthetique;historique_synthetique;estimation
OFF-2003-10;2003;Atsinanana;167945.59;165463.25;0.0;0.0;0.0;0.0;2482.35;278.62;0.28;8.2;3.31;0;213002.59;217823.51;11611.22;430826.1;47861.67;53.8;43.11;1236;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2030-10;2030;Atsinanana;123307.34;115957.36;0.0;0.0;0.0;0.0;7349.98;1693.81;0.959;n/a;41.01;2;94443.98;105273.65;14896.5;199717.63;29215.05;56.1;440.34;10748;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2002-14;2002;Sofia;286848.82;184343.89;86702.32;0.0;15732.08;10.58;59.95;96.73;0.259;7.95;2.26;0;842038.59;570321.9;29486.43;1412360.49;175745.82;61.0;40;1003;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2030-22;2030;SAVA;252810.13;246289.67;4216.44;0.0;662.7;246.2;1395.12;597.99;1.176;23.11;37.8;2;213207.59;255563.87;38391.91;468771.47;69858.73;63.3;385.59;11138;projection_scenario_tendanciel;projection_scenario;a verifier
OFF-2027-17;2027;Atsimo-Andrefana;490956.25;0.0;115890.92;367285.59;3703.21;0.0;4076.53;1040.28;1.33;20.33;37.31;2;-;143993.46;19031.9;280473.76;40172.61;56.0;335.56;8274;projection_scenario_tendanciel;projection_scenario;
OFF-2012-16;2012;Melaky;216871.24;0.0;200871.95;0.0;15677.18;48.32;273.79;141.41;0.711;13.13;15.28;0;152967.78;118948.72;10154.85;271916.51;35861.18;65.1;95.63;2267;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2021-16;2021;Melaky;209299.3;0.0;192582.23;0.0;15979.31;110.66;627.09;334.8;0.919;18.59;28.1;0;90204.18;101932.24;12315.0;192136.42;26335.05;64.1;168.82;4981;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2004-04;2004;Bongolava;4066.55;0.0;3519.41;0.0;0.0;0.0;547.14;132.2;0.426;7.94;6.88;0;4563.32;18910.97;976.23;23474.29;1621.9;86.8;47.99;1325;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2029-18;2029;Androy;n/a;0.0;1799.88;119067.09;1.86;0.0;1527.07;543.49;1.341;22.07;39.47;2;36729.01;39672.59;5691.35;76401.61;11278.13;84.5;394.1;10691;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2025-02;2025;Vakinankaratra;27425.17;4169.8;0.0;0.0;0.0;10052.59;13202.78;6106.98;1.226;20.47;29.82;0;65180.25;309315.5;41159.54;374495.74;45483.27;73.8;235.18;7570;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2001-03;2001;Itasy;649.74;15.72;16.08;0.0;0.0;0.0;617.93;162.92;0.384;7;4.37;0;115.47;24459.16;1112.89;24574.63;933.36;52.7;40;1036;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2008-07;2008;Vatovavy-Fitovinany;81941.58;81609.21;0.0;0.0;0.0;0.0;332.37;100.32;0.47;11.11;12.0;0;125611.14;97235.69;7018.9;222846.83;28365.51;83.6;63.95;1892;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2009-19;2009;Anosy;205866.92;88985.31;5021.57;111057.91;0.0;0.0;802.14;161.85;0.428;11.7;10.88;0;130030.55;99719.03;7584.07;229749.58;29624.43;46.6;79.1;1887;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2026-07;2026;Vatovavy-Fitovinany;64415.02;62906.89;0.0;0.0;0.0;0.0;1508.13;579.27;1.227;19.65;34.63;-1.0;52438.24;55218.15;7053.84;107656.39;15223.03;76.0;266.09;8031;projection_scenario_tendanciel;projection_scenario;a verifier
OFF-2015-21;2015;DIANA;247 630;161167.68;49887.77;0.0;17785.39;18788.67;0.0;3139.07;0.405;15.41;36.02;10;1072156.07;237685.95;23803.13;1309842.02;212506.66;44.1;114.99;3180;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2027-10;2027;Atsinanana;128177.94;121674.41;0.0;0.0;0.0;0.0;6503.53;1753.97;1.339;21.45;37.47;2;111212.64;123287.65;17185.68;234500.29;34110.54;59.3;319.94;8489;projection_scenario_tendanciel;projection_scenario;a verifier
OFF-2004-13;2004;Boeny;160929.13;0.0;134004.42;0.0;26733.93;66.77;124.01;166.36;0.185;8.78;8.45;0;217073.44;135868.35;7752.22;352941.8;45430.04;33.3;43.03;1118;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2017-15;2017;Betsiboka;27772.99;5504.16;20304.07;0.0;0.39;1012.81;951.57;311.83;0.21;14.8;23.06;0;48088.8;48944.54;4708.08;97033.34;12516.61;71.2;135.44;3642;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2021-09;2021;Atsimo-Atsinanana;107331.84;106575.04;0.0;0.0;0.0;113.52;643.28;379.59;1.348;18.35;28.48;-;67792.17;71526.24;8530.08;139318.41;19197.25;61.5;195.35;4743;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2026-03;2026;Itasy;2482.25;12.12;13.3;0.0;0.0;0.0;2456.83;860.7;1.126;20.52;35.73;1;241.17;64486.18;8603.23;64727.35;7098.06;51.7;298.68;7705;projection_scenario_tendanciel;projection_scenario;
OFF-2023-10;2023;Atsinanana;135859.61;130469.77;0.0;0.0;0.0;-;5389.84;1466.64;1.405;19.89;31.36;1;132219.19;132312.57;17106.16;264531.77;302612.08;62.8;243.47;5986;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2011-05;2011;Haute Matsiatra;59152.69;37759.06;1357.54;0.0;0.0;17637.02;2399.08;2389.84;1.035;11.55;13.67;0;181413.21;116659.77;8755.87;298072.98;39834.19;71.8;86.57;2155;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2005-01;2005;Analamanga;61965.33;20136.08;425.09;0.0;0.0;221.57;41182.58;3750.18;0.582;9.05;8.77;0;256184.17;1491889.77;87791.91;1748073.94;118102.51;19.5;46.08;1236;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;a verifier
OFF-2010-09;2010;Atsimo-Atsinanana;124728.57;124479.36;0.0;0.0;0.0;37.38;211.83;151.98;0.484;11.99;14.43;0;122809.97;106279.25;8283.69;229089.22;28898.42;64.7;75.22;2006;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2030-01;2030;Analamanga;118236.23;14291.55;326.67;0.0;0.0;554.51;103063.51;25448.91;1.111;22.51;41.83;2;834398.35;2016824.58;295040.33;2851222.93;392124.78;18.6;422.65;8755;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2008-04;2008;Bongolava;4124.31;0.0;3465.08;0.0;0.0;0.0;659.22;118.57;0.476;10.47;13.37;0;-;19102.9;1299.5;23276.19;1816.78;85.4;58.89;1793;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2005-10;2005;Atsinanana;166254.91;163648.81;-;0.0;0.0;0.0;2606.1;289.59;0.633;8.66;5.92;0;221304.15;206479.88;11624.61;427784.03;49366.93;58.0;55.95;1359;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;donnee agregee
OFF-2025-14;2025;Sofia;233392.69;144414.63;72844.07;0.0;15004.44;169.43;960.11;479.73;1.197;19.24;31.1;1;311891.62;356141.8;44545.44;668033.42;92667.75;58.0;283.74;6772;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2016-09;2016;Atsimo-Atsinanana;117716.78;117257.57;0.0;0.0;0.0;68.88;390.33;166.78;0.521;14.87;21.03;0;123323.66;89101.47;8612.72;212425.13;29260.69;66.9;124.0;3313;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2012-22;2012;SAVA;333782.61;327428.75;5282.42;0.0;745.36;48.91;277.16;152.22;1.13;12.74;17.93;0;569843.8;414221.54;34307.36;984065.34;130703.92;68.6;93.01;2429;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2006-01;2006;Analamanga;62730.45;20002.68;422.92;0.0;0.0;226.39;42078.45;4127.16;0.628;8.99;7.73;0;291317.46;1515871.01;88626.76;1807188.46;125111.08;20.3;62.34;1403;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2018-12;2018;Alaotra-Mangoro;267048.88;185102.26;297.04;0.0;0.0;55443.79;26205.8;8268.4;1.35;16.21;22.54;0;1574262.55;606626.07;63932.13;2180888.62;335791.61;63.3;145.72;4153;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2005-17;2005;Atsimo-Andrefana;674082.45;0.0;145542.75;523030.54;4005.05;0.0;1504.11;184.13;0.558;8.61;10.44;0;337875.46;261325.51;14620.52;599200.97;72806.41;61.7;50.16;1375;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;
OFF-2024-09;2024;Atsimo-Atsinanana;101828.43;100782.32;0.0;0.0;0.0;156.92;889.2;423.33;1.224;18.76;31.29;1;61715.93;67334.57;8211.27;129050.49;17842.11;67.1;248.03;6621;estimation_synthetique_calibree;historique_synthetique;donnee agregee
OFF-2014-03;2014;Itasy;1192.05;-;15.09;0.0;0.0;0.0;9300.8;;1.001;14.73;17.91;0;175.02;37987.09;3636.17;38162.1;3013.16;48.1;109.7;2858;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2026-12;2026;Alaotra-Mangoro;277632.68;159202.72;261.01;0.0;0.0;80242.1;37926.85;29964.53;1.238;20.67;32.01;1;2259285.61;583226.71;78363.39;2842512.32;470929.39;61.6;292.65;7534;projection_scenario_tendanciel;projection_scenario;
OFF-2023-17;2023;Atsimo-Andrefana;526277.46;0.0;123694.69;395347.83;3912.53;0.0;3322.4;950.78;1.339;-;31.49;1;156542.89;151883.81;18410.38;308426.7;43274.23;61.1;200.39;6000;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2008-14;2008;Sofia;278627.15;178394.11;84511.82;0.0;15533.21;ND;159.81;83.81;0.538;9.91;9.87;0;825913.86;559470.96;36035.13;1385384.82;178213.3;58.5;61.67;1689;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2016-04;2016;Bongolava;4272.17;0.0;3267.83;0.0;0.0;0.0;1004.34;200.18;0.235;14,84;19.89;0;3937.12;17482.75;1686.89;21419.87;n/a;91.0;125.59;3883;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2020-16;2020;Melaky;212000.79;0.0;195229.51;0.0;16111.49;98.97;560.82;256.3;1.157;17.72;28.93;0;120993.04;104059.64;11987.0;225052.69;31608.09;73.1;161.72;4476;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2013-22;2013;SAVA;329652.7;323316.73;5231.08;0.0;741.98;54.44;308.48;161.59;0.893;13.71;20.03;;554666.46;404499.19;36047.97;959165.65;129399.29;65.2;89.1;2814;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2025-17;2025;Atsimo-Andrefana;506730.81;0.0;119435.28;379821.79;3800.66;0.0;3673.08;988.42;1.339;19.71;32.86;-1.0;138423.37;150215.98;19249.55;288639.36;40700.84;55.2;294.45;6581;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2023-08;2023;Ihorombe;53664.37;46952.78;5767.33;0.0;0.0;141.64;802.62;377.43;1.336;19.05;29.95;0;36423.55;40931.64;5067.57;77355.19;10711.65;71.1;223.77;6256;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2028-01;2028;Analamanga;110981.15;14757.4;337.09;0.0;0.0;513.14;95373.53;22051.4;1.034;22.09;34.23;1;714414.24;1931212.52;277327.38;2645626.75;356003.02;;341.57;7940;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2024-15;2024;Betsiboka;27413.27;4990.74;19301.01;0.0;0.41;1609.21;1511.91;771.82;0.95;20.16;32.17;1;30896.77;40569.82;5316.27;71466.59;9920.76;69.1;242.3;6523;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2005-21;2005;DIANA;ND;175006.72;53590.5;0.0;18749.95;13221.96;0.0;2017.21;0.525;9.39;7.68;0;1039752.86;264113.91;16116.81;1303866.78;200371.3;42.1;57.49;1294;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;donnee agregee
OFF-2015-09;2015;Atsimo-Atsinanana;118425.49;118002.05;0.0;0.0;0.0;63.52;359.92;152.23;0.511;13.89;22.15;0;116333.14;95555.73;8627.32;211888.87;28014.37;65.5;123.79;3171;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2013-12;2013;Alaotra-Mangoro;262741.41;196232.53;304.66;0.0;0.0;44955.68;21248.54;8842.11;0.858;13.36;17.13;0;1581674.02;630977.43;54776.18;2212651.45;329617.79;61.0;94.65;2711;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2021-21;2021;DIANA;243738.7;149177.06;48549.69;0.0;18972.05;27039.9;0.0;7251.61;1.175;20.88;44.41;19;1164941.65;212995.67;28908.95;1377937.32;233394.83;42.1;190.0;4889;GIZ_PAGE2_2024 + estimation_synthetique;historique_synthetique;
OFF-2020-05;2020;Haute Matsiatra;61548.27;33470.03;1261.26;0.0;0.0;23605.97;3211.01;3764.3;1.368;16.84;25.91;0;182648.37;114561.71;12536.3;297210.07;43156.47;66.0;188.84;5110;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2007-15;2007;Betsiboka;29082.29;5948.63;21744.42;0.0;0.42;716.06;672.76;188.03;0.5;10.01;8.71;0;55733.78;52947.71;3444.15;108681.49;12856.28;66.5;57.91;1754;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2005-18;2005;Androy;183117.31;0.0;2376.77;180606.69;2.08;0.0;131.77;100.08;0.675;9.65;7.29;0;123442.41;88780.11;5568.31;212222.52;26785.65;80.4;57.19;1353;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;a verifier
OFF-2020-06;2020;Amoron'i Mania;18221.57;17085.8;272.33;0.0;0.0;0.0;863.43;300.32;1.59;16.59;26.34;0;32818.78;31547.73;3402.66;64366.51;8697.56;61.0;188.28;4387;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2026-16;2026;Melaky;194 784;0.0;178597.3;0.0;14979.19;181.07;1026.05;533.98;0.992;19.62;35.94;1;77437.96;86249.06;10999.2;163687.02;22958.18;70.3;273.77;7399;projection_scenario_tendanciel;projection_scenario;donnee agregee
OFF-2009-14;2009;Sofia;277151.67;177324.99;84117.75;n/a;15498.49;31.57;178.88;99.22;0.376;10.24;10.71;0;786 462;529207.74;35 213;1315669.59;170438.17;62.8;70.11;1965;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2023-12;2023;Alaotra-Mangoro;270341.79;167997.2;274.23;0.0;0.0;69310.43;32759.93;25395.46;1.469;18.44;28.55;0;2202395.61;552614.84;66233.97;2755010.45;450743.07;67.5;246.8;5984;estimation_synthetique_calibree;historique_synthetique;
OFF-2006-18;2006;Androy;181619.61;0.0;2363.23;179101.89;2.08;0.0;152.4;90.73;0.629;9.5;6.38;0;118097.93;88133.07;5442.03;206231.0;25720.09;80.2;62.65;1490;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2001-12;2001;Alaotra-Mangoro;262374.98;215385.42;325.17;0.0;0.0;31687.25;14977.14;5630.41;0.552;7;0.08;0;1409948.33;717651.53;32653.14;2127599.86;280566.28;62.9;40;964;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
